200
4250
1749
1595
1499
1325
1649
1788
1522
1649
1699
1225
999
1400
1324
2049
1450
1699
899
1649
1399
1415
1349
1549
1720
1525
1462
1599
1800
1799
1499
1669
1289
1499
1900
1850
770
1155
1583
1619
1500
1499
1499
1895
1499
1679
2093
1500
1100
1279
1225
450
1498
1499
1150
1425
1799
1599
1297
1650
1500
1524
1865
1649
1493
1425
1600
1226
1500
1479
1225
1999
1599
